object_id,img_file_name,collection_method,ESD_um,area_um2,biovolume_um3,object_circ.,object_elongation,object_solidity,object_eccentricity,object_MeanHue,object_MeanSaturation,object_MeanValue,umap_x,umap_y
2024-03-12_01-32-23-742119_1,2024-03-12_01-32-23-742119_1.jpg,PP,46.798837292047885,1720.125,42795.22636514576,0.7066145804485817,1.7108865670678528,0.8863768115942029,0.8113992655072906,45.26357096141269,115.75964682799216,206.43852190974496,6.674521,9.622371
2024-03-12_01-32-23-742119_2,2024-03-12_01-32-23-742119_2.jpg,PP,52.257631892789455,2386.6875,81168.42351820473,0.3609345639896431,1.5175560451220806,0.7721749696233293,0.7521830237539594,97.39052557152958,7.652604289417865,244.89441432948385,-3.132052,8.242864
2024-03-12_01-32-25-451123_0,2024-03-12_01-32-25-451123_0.jpg,PP,29.968505866451956,705.375,17624.840813904964,0.3018954018656261,1.9168620773442884,0.5781466113416321,0.8531376073676344,91.292663476874,5.181020733652312,244.51674641148324,-4.48129,8.602766
2024-03-12_01-32-25-451123_1,2024-03-12_01-32-25-451123_1.jpg,PP,36.70377386320578,1058.0625,11327.00434805557,0.3306722358971391,5.659671526868085,0.8830985915492958,0.984266784755974,94.481658692185,36.452950558213715,224.8415736310473,-2.2462592,7.4238677
2024-03-12_01-32-25-451123_2,2024-03-12_01-32-25-451123_2.jpg,PP,48.29756125754554,1832.0625,98348.1014563482,0.3784218381516801,1.4738106659527197,0.6652369281045751,0.7345882038780401,83.80257906048512,10.149524101934295,241.2800122812404,-2.523798,8.398262
2024-03-12_01-32-25-451123_3,2024-03-12_01-32-25-451123_3.jpg,PP,36.08388268236659,1022.625,249903.1411687631,0.1149596053281756,1.0395081689839494,0.3268020852058242,0.273072690506651,102.98954895489548,33.402090209020905,184.1925192519252,-3.2499034,5.116667
2024-03-12_01-32-25-451123_4,2024-03-12_01-32-25-451123_4.jpg,PP,46.7911847963231,1719.5625,66123.76494200355,0.402240249139465,1.302342389369449,0.7140854940434478,0.6406329892281338,66.67975139025188,25.271835132482828,217.69447170428523,-2.5421734,10.762827
2024-03-12_01-32-25-451123_5,2024-03-12_01-32-25-451123_5.jpg,PP,40.718504634377474,1302.1875,26727.151897179232,0.6408880780528797,2.118637694789314,0.8969391708640062,0.8815977879389911,80.54125269978401,15.435421166306696,238.86393088552916,-1.958714,9.098685
2024-03-12_01-32-27-161508_0,2024-03-12_01-32-27-161508_0.jpg,PP,54.26128334022812,2312.4375,98673.23705619972,0.352086350762583,1.9600060061671267,0.6621033982928007,0.8600542950534388,76.86864509851618,47.73874969593773,216.8477256142058,-2.648811,9.566114
2024-03-12_01-32-27-161508_1,2024-03-12_01-32-27-161508_1.jpg,PP,33.27523011325866,869.625,20505.35536724218,0.6097131118372164,1.2322761806351994,0.8383947939262473,0.5843435395212115,66.24126778783959,12.72509702457956,239.2535575679172,-2.2687974,9.079587
2024-03-12_01-32-27-161508_2,2024-03-12_01-32-27-161508_2.jpg,PP,58.57119427112447,2694.375,109562.55902249867,0.4483876110515452,1.7922908381558746,0.7591125198098256,0.8298778208113782,58.397077244258874,119.34801670146138,175.01377870563675,10.830679,8.852517
2024-03-12_01-32-27-161508_3,2024-03-12_01-32-27-161508_3.jpg,PP,43.383941234110516,1478.25,37475.92352006204,0.8480341891637649,1.3294809950126152,0.9740548554484804,0.6589654377787129,50.678082191780824,155.720700152207,174.2583713850837,9.338625,8.517017
2024-03-12_01-32-27-161508_4,2024-03-12_01-32-27-161508_4.jpg,PP,19.036696284288553,284.625,3297.822013234531,0.1554211783805378,7.134647670389257,0.4595821980018165,0.9901287131600636,37.1798418972332,19.213438735177867,230.57509881422925,-2.8930357,8.474409
2024-03-12_01-32-27-161508_5,2024-03-12_01-32-27-161508_5.jpg,PP,42.61779218313297,1426.5,32014.891671339312,0.6999670970499411,1.727049287482324,0.9040998217468804,0.8153117257013782,53.85291798107256,106.60094637223976,207.20268138801265,7.111913,9.396514
2024-03-12_01-32-28-968582_0,2024-03-12_01-32-28-968582_0.jpg,PP,55.61704681536526,2429.4375,60904.86892464637,0.357773883120398,2.9172715006326424,0.7586509748814333,0.9394134967776164,76.78768233387358,34.77610557999537,232.0263949988423,-2.491144,10.074561
2024-03-12_01-32-28-968582_1,2024-03-12_01-32-28-968582_1.jpg,PP,24.73120389916661,480.375,10975.474187985921,0.2807749407430301,1.370458775428295,0.502944640753828,0.6837859465311206,82.72950819672131,59.530444964871194,175.23185011709603,-1.411367,10.523609
2024-03-12_01-32-28-968582_2,2024-03-12_01-32-28-968582_2.jpg,PP,50.13833190420765,1974.375,47830.50586517523,0.7244268374637381,2.0432602587513196,0.940766550522648,0.8720516160466757,36.26324786324786,125.77464387464389,178.1749287749288,8.409,9.338184
2024-03-12_01-32-28-968582_3,2024-03-12_01-32-28-968582_3.jpg,PP,43.86007064690775,1510.875,38968.91166925843,0.3274966275435075,2.8808635985724127,0.6612506154603643,0.9378214116983355,43.54467609828742,39.17311988086374,224.1671630677587,-2.8845558,10.3136
2024-03-12_01-32-28-968582_4,2024-03-12_01-32-28-968582_4.jpg,PP,39.981899009614295,1255.5,28575.72200824071,0.8433522558731651,1.3862893358312856,0.9746724890829694,0.6925705612196981,40.16173835125448,116.39874551971326,154.06586021505376,8.454908,7.8766594
